qid,name,dob,league,sport,league_id,league_id_property,proof_wikidata_url,level,source
Q108051939,Tyler Haycraft,1997-01-23T00:00:00Z,NFL,American football,H/HaycTy00,P3561,https://www.wikidata.org/wiki/Q108051939,major,wikidata
Q108052154,Bob Sponaugle,1928-01-31T00:00:00Z,NFL,American football,S/SponBo20,P3561,https://www.wikidata.org/wiki/Q108052154,major,wikidata
Q108052244,Curtis Jones,1943-12-20T00:00:00Z,NFL,American football,J/JoneCu20,P3561,https://www.wikidata.org/wiki/Q108052244,major,wikidata
Q108052304,Michael Hughes,1996-04-03T00:00:00Z,NFL,American football,H/HughMi01,P3561,https://www.wikidata.org/wiki/Q108052304,major,wikidata
Q108052694,Jeremy Reeves,1989-09-15T00:00:00Z,NFL,American football,R/ReevJe00,P3561,https://www.wikidata.org/wiki/Q108052694,major,wikidata
Q108053144,Eddie Meyer,1936-10-17T00:00:00Z,NFL,American football,M/MeyeEd20,P3561,https://www.wikidata.org/wiki/Q108053144,major,wikidata
Q108053168,Ricky Royal,1966-07-26T00:00:00Z,NFL,American football,R/RoyaRi20,P3561,https://www.wikidata.org/wiki/Q108053168,major,wikidata
Q108053604,Don Johnson,1931-10-31T00:00:00Z,NFL,American football,J/JohnDo21,P3561,https://www.wikidata.org/wiki/Q108053604,major,wikidata
Q108054003,Lincoln Minor,1950-01-22T00:00:00Z,NFL,American football,M/MinoLi00,P3561,https://www.wikidata.org/wiki/Q108054003,major,wikidata
Q108054108,Kevin Dean,1965-02-05T00:00:00Z,NFL,American football,D/DeanKe20,P3561,https://www.wikidata.org/wiki/Q108054108,major,wikidata
Q108054198,Danny Hrapmann,1989-04-21T00:00:00Z,NFL,American football,H/HrapDa00,P3561,https://www.wikidata.org/wiki/Q108054198,major,wikidata
Q108054598,Mark Gilbert,1997-06-01T00:00:00Z,NFL,American football,G/GilbMa02,P3561,https://www.wikidata.org/wiki/Q108054598,major,wikidata
Q108054708,D.J. Pettway,1992-09-19T00:00:00Z,NFL,American football,P/PettD.01,P3561,https://www.wikidata.org/wiki/Q108054708,major,wikidata
Q108054743,Malcolm Perry,1997-04-19T00:00:00Z,NFL,American football,P/PerrMa00,P3561,https://www.wikidata.org/wiki/Q108054743,major,wikidata
Q456566,Jack Butler,1927-11-12T00:00:00Z,NFL,American football,B/ButlJa00,P3561,https://www.wikidata.org/wiki/Q456566,major,wikidata
Q717620,Jerry Brown,1987-10-20T00:00:00Z,NFL,American football,B/BrowJe01,P3561,https://www.wikidata.org/wiki/Q717620,major,wikidata
Q1268501,Dwight Stephenson,1957-11-20T00:00:00Z,NFL,American football,S/StepDw00,P3561,https://www.wikidata.org/wiki/Q1268501,major,wikidata
Q2930478,C. J. Wallace,1985-04-17T00:00:00Z,NFL,American football,W/WallC.99,P3561,https://www.wikidata.org/wiki/Q2930478,major,wikidata
Q3183073,Joique Bell,1986-08-04T00:00:00Z,NFL,American football,B/BellJo01,P3561,https://www.wikidata.org/wiki/Q3183073,major,wikidata
Q3313501,Mike Pruitt,1954-04-03T00:00:00Z,NFL,American football,P/PruiMi00,P3561,https://www.wikidata.org/wiki/Q3313501,major,wikidata
Q3438641,Roger Allen III,1986-02-10T00:00:00Z,NFL,American football,A/AlleRo20,P3561,https://www.wikidata.org/wiki/Q3438641,major,wikidata
Q3574747,Zane Beadles,1986-11-19T00:00:00Z,NFL,American football,B/BeadZa20,P3561,https://www.wikidata.org/wiki/Q3574747,major,wikidata
Q3643676,Brandon Bair,1984-11-24T00:00:00Z,NFL,American football,B/BairBr00,P3561,https://www.wikidata.org/wiki/Q3643676,major,wikidata
Q3826630,Lance Briggs,1980-11-12T00:00:00Z,NFL,American football,B/BrigLa99,P3561,https://www.wikidata.org/wiki/Q3826630,major,wikidata
Q4829229,Avon Riley,1958-02-10T00:00:00Z,NFL,American football,R/RileAv20,P3561,https://www.wikidata.org/wiki/Q4829229,major,wikidata
Q4870161,Tommy Tomlin,1894-08-17T00:00:00Z,NFL,American football,T/TomlTo20,P3561,https://www.wikidata.org/wiki/Q4870161,major,wikidata
Q4871282,Willis Brennan,1893-02-12T00:00:00Z,NFL,American football,B/BrenWi20,P3561,https://www.wikidata.org/wiki/Q4871282,major,wikidata
Q4931134,Bo Molenda,1905-02-20T00:00:00Z,NFL,American football,M/MoleBo20,P3561,https://www.wikidata.org/wiki/Q4931134,major,wikidata
Q5222966,Darius Watts,1981-12-19T00:00:00Z,NFL,American football,W/WattDa00,P3561,https://www.wikidata.org/wiki/Q5222966,major,wikidata
Q5339690,Edmund Nelson,1960-04-30T00:00:00Z,NFL,American football,N/NelsEd20,P3561,https://www.wikidata.org/wiki/Q5339690,major,wikidata
Q5427693,Fabian Washington,1983-06-09T00:00:00Z,NFL,American football,W/WashFa20,P3561,https://www.wikidata.org/wiki/Q5427693,major,wikidata
Q5428229,Fabrizio Scaccia,1984-08-21T00:00:00Z,NFL,American football,S/ScacFa00,P3561,https://www.wikidata.org/wiki/Q5428229,major,wikidata
Q6128395,James Adkisson,1980-01-11T00:00:00Z,NFL,American football,A/AdkiJa00,P3561,https://www.wikidata.org/wiki/Q6128395,major,wikidata
Q6197098,Jim Musick,1910-05-05T00:00:00Z,NFL,American football,M/MusiJi20,P3561,https://www.wikidata.org/wiki/Q6197098,major,wikidata
Q6211438,Joe Morgan,1988-03-23T00:00:00Z,NFL,American football,M/MorgJo01,P3561,https://www.wikidata.org/wiki/Q6211438,major,wikidata
Q6221292,John Beck,1981-08-21T00:00:00Z,NFL,American football,B/BeckJo00,P3561,https://www.wikidata.org/wiki/Q6221292,major,wikidata
Q6251136,John Offerdahl,1964-08-17T00:00:00Z,NFL,American football,O/OffeJo00,P3561,https://www.wikidata.org/wiki/Q6251136,major,wikidata
Q6260815,John Tice,1960-06-22T00:00:00Z,NFL,American football,T/TiceJo00,P3561,https://www.wikidata.org/wiki/Q6260815,major,wikidata
Q6289400,Josh Stamer,1977-10-11T00:00:00Z,NFL,American football,S/StamJo20,P3561,https://www.wikidata.org/wiki/Q6289400,major,wikidata
Q6384125,Keith Browner,1962-01-24T00:00:00Z,NFL,American football,B/BrowKe24,P3561,https://www.wikidata.org/wiki/Q6384125,major,wikidata
Q6460956,LaVell Boyd,1976-09-12T00:00:00Z,NFL,American football,B/BoydLa20,P3561,https://www.wikidata.org/wiki/Q6460956,major,wikidata
Q6789302,Matt Scott,1990-09-20T00:00:00Z,NFL,American football,S/ScotMa01,P3561,https://www.wikidata.org/wiki/Q6789302,major,wikidata
Q7077567,Ode Burrell,1939-09-15T00:00:00Z,NFL,American football,B/BurrOd00,P3561,https://www.wikidata.org/wiki/Q7077567,major,wikidata
Q7115039,Ox Parry,1914-11-14T00:00:00Z,NFL,American football,P/ParrOx20,P3561,https://www.wikidata.org/wiki/Q7115039,major,wikidata
Q7169883,Perry Riley,1988-05-03T00:00:00Z,NFL,American football,R/RilePe00,P3561,https://www.wikidata.org/wiki/Q7169883,major,wikidata
Q7176964,Peter Sirmon,1977-02-18T00:00:00Z,NFL,American football,S/SirmPe20,P3561,https://www.wikidata.org/wiki/Q7176964,major,wikidata
Q7357073,Rodney Smith,1990-03-11T00:00:00Z,NFL,American football,S/SmitRo05,P3561,https://www.wikidata.org/wiki/Q7357073,major,wikidata
Q7364514,Ron Waller,1933-02-14T00:00:00Z,NFL,American football,W/WallRo00,P3561,https://www.wikidata.org/wiki/Q7364514,major,wikidata
Q7381236,Russ Smith,1944-08-04T00:00:00Z,NFL,American football,S/SmitRu00,P3561,https://www.wikidata.org/wiki/Q7381236,major,wikidata
Q7612047,Steve Brown,1960-03-20T00:00:00Z,NFL,American football,B/BrowSt21,P3561,https://www.wikidata.org/wiki/Q7612047,major,wikidata
Q7817336,Tom Rathman,1962-10-07T00:00:00Z,NFL,American football,R/RathTo00,P3561,https://www.wikidata.org/wiki/Q7817336,major,wikidata
Q13064143,Shawn Williams,1991-05-13T00:00:00Z,NFL,American football,W/WillSh02,P3561,https://www.wikidata.org/wiki/Q13064143,major,wikidata
Q14950878,Joplo Bartu,1989-10-03T00:00:00Z,NFL,American football,B/BartJo01,P3561,https://www.wikidata.org/wiki/Q14950878,major,wikidata
Q14951143,Frank Pillow,1965-03-11T00:00:00Z,NFL,American football,P/PillFr00,P3561,https://www.wikidata.org/wiki/Q14951143,major,wikidata
Q17626868,Mitchell Van Dyk,1991-01-02T00:00:00Z,NFL,American football,V/VanDMi00,P3561,https://www.wikidata.org/wiki/Q17626868,major,wikidata
Q18155076,Maury Nipp,1930-03-21T00:00:00Z,NFL,American football,N/NippMa20,P3561,https://www.wikidata.org/wiki/Q18155076,major,wikidata
Q18168050,Carver Shannon,1938-04-28T00:00:00Z,NFL,American football,S/ShanCa20,P3561,https://www.wikidata.org/wiki/Q18168050,major,wikidata
Q18392978,RaShaun Allen,1989-05-25T00:00:00Z,NFL,American football,A/AlleRa00,P3561,https://www.wikidata.org/wiki/Q18392978,major,wikidata
Q18630929,Charcandrick West,1991-06-02T00:00:00Z,NFL,American football,W/WestCh01,P3561,https://www.wikidata.org/wiki/Q18630929,major,wikidata
Q19873811,Brett Boyko,1992-08-04T00:00:00Z,NFL,American football,B/BoykBr01,P3561,https://www.wikidata.org/wiki/Q19873811,major,wikidata
Q19968877,Tevin Mitchel,1992-08-03T00:00:00Z,NFL,American football,M/MitcTe01,P3561,https://www.wikidata.org/wiki/Q19968877,major,wikidata
Q20709904,David Parry,1992-03-07T00:00:00Z,NFL,American football,P/ParrDa00,P3561,https://www.wikidata.org/wiki/Q20709904,major,wikidata
Q21622180,Carl Nassib,1993-04-12T00:00:00Z,NFL,American football,N/NassCa00,P3561,https://www.wikidata.org/wiki/Q21622180,major,wikidata
Q22095106,Josh Adams,1996-10-29T00:00:00Z,NFL,American football,A/AdamJo03,P3561,https://www.wikidata.org/wiki/Q22095106,major,wikidata
Q22097188,Eric Wilkerson,1966-12-19T00:00:00Z,NFL,American football,W/WilkEr20,P3561,https://www.wikidata.org/wiki/Q22097188,major,wikidata
Q27069156,Andrew Adams,1992-10-28T00:00:00Z,NFL,American football,A/AdamAn00,P3561,https://www.wikidata.org/wiki/Q27069156,major,wikidata
Q29613799,Fish Smithson,1994-03-08T00:00:00Z,NFL,American football,S/SmitFi00,P3561,https://www.wikidata.org/wiki/Q29613799,major,wikidata
Q29653522,Nico Marley,1995-01-05T00:00:00Z,NFL,American football,M/MarlNi00,P3561,https://www.wikidata.org/wiki/Q29653522,major,wikidata
Q29860705,Deatrich Wise Jr.,1994-07-26T00:00:00Z,NFL,American football,W/WiseDe00,P3561,https://www.wikidata.org/wiki/Q29860705,major,wikidata
Q30122018,Adam Shaheen,1993-10-24T00:00:00Z,NFL,American football,S/ShahAd00,P3561,https://www.wikidata.org/wiki/Q30122018,major,wikidata
Q40144815,Darnell Sankey,1994-10-11T00:00:00Z,NFL,American football,S/SankDa00,P3561,https://www.wikidata.org/wiki/Q40144815,major,wikidata
Q52292624,Dylan Cantrell,1994-06-29T00:00:00Z,NFL,American football,C/CantDy00,P3561,https://www.wikidata.org/wiki/Q52292624,major,wikidata
Q55631698,Ricky Ortiz,1994-04-15T00:00:00Z,NFL,American football,O/OrtiRi00,P3561,https://www.wikidata.org/wiki/Q55631698,major,wikidata
Q60694458,Doug Thomas,1969-09-18T00:00:00Z,NFL,American football,T/ThomDo00,P3561,https://www.wikidata.org/wiki/Q60694458,major,wikidata
Q73420774,Tony Brooks-James,1994-12-06T00:00:00Z,NFL,American football,B/BrooTo01,P3561,https://www.wikidata.org/wiki/Q73420774,major,wikidata
Q91469948,Carlos Yancy,1970-06-24T00:00:00Z,NFL,American football,Y/YancCa20,P3561,https://www.wikidata.org/wiki/Q91469948,major,wikidata
Q91885529,Tom Tuinei,1958-02-21T00:00:00Z,NFL,American football,T/TuinTo20,P3561,https://www.wikidata.org/wiki/Q91885529,major,wikidata
Q96623569,Stevie Anderson,1970-05-12T00:00:00Z,NFL,American football,A/AndeSt00,P3561,https://www.wikidata.org/wiki/Q96623569,major,wikidata
Q100882810,Jeff McIntyre,1954-09-20T00:00:00Z,NFL,American football,M/McInJe20,P3561,https://www.wikidata.org/wiki/Q100882810,major,wikidata
Q106677561,Tre Nixon,1998-01-26T00:00:00Z,NFL,American football,N/NixoTr01,P3561,https://www.wikidata.org/wiki/Q106677561,major,wikidata
Q108050181,A.J. Wolf,1994-04-28T00:00:00Z,NFL,American football,W/WolfA.00,P3561,https://www.wikidata.org/wiki/Q108050181,major,wikidata
Q108050516,Torin Clark,1963-12-31T00:00:00Z,NFL,American football,C/ClarTo20,P3561,https://www.wikidata.org/wiki/Q108050516,major,wikidata
Q108050687,Joseph Byler,1922-08-25T00:00:00Z,NFL,American football,B/ByleJo20,P3561,https://www.wikidata.org/wiki/Q108050687,major,wikidata
Q108050739,Steve Powell,1956-01-02T00:00:00Z,NFL,American football,P/PoweSt21,P3561,https://www.wikidata.org/wiki/Q108050739,major,wikidata
Q108051124,Tigie Sankoh,1996-11-04T00:00:00Z,NFL,American football,S/SankTi00,P3561,https://www.wikidata.org/wiki/Q108051124,major,wikidata
Q108051303,Josh Smith,1997-02-25T00:00:00Z,NFL,American football,S/SmitJo02,P3561,https://www.wikidata.org/wiki/Q108051303,major,wikidata
Q108051384,Colin Parker,1989-05-06T00:00:00Z,NFL,American football,P/ParkCo01,P3561,https://www.wikidata.org/wiki/Q108051384,major,wikidata
Q108051518,Charlie Noonan,1988-07-01T00:00:00Z,NFL,American football,N/NoonCh00,P3561,https://www.wikidata.org/wiki/Q108051518,major,wikidata
Q108051526,Tony Newson,1979-09-11T00:00:00Z,NFL,American football,N/NewsTo21,P3561,https://www.wikidata.org/wiki/Q108051526,major,wikidata
Q108051782,Alvin Scioneaux,1991-05-02T00:00:00Z,NFL,American football,S/ScioAl00,P3561,https://www.wikidata.org/wiki/Q108051782,major,wikidata
Q108051795,Jordan Rigsbee,1993-03-05T00:00:00Z,NFL,American football,R/RigsJo00,P3561,https://www.wikidata.org/wiki/Q108051795,major,wikidata
Q108051878,Keith Baxter,1992-06-04T00:00:00Z,NFL,American football,B/BaxtKe00,P3561,https://www.wikidata.org/wiki/Q108051878,major,wikidata
Q108051898,Marion Reeves,1952-02-23T00:00:00Z,NFL,American football,R/ReevMa20,P3561,https://www.wikidata.org/wiki/Q108051898,major,wikidata
Q108051940,Jourdan Brooks,1988-01-22T00:00:00Z,NFL,American football,B/BrooJo00,P3561,https://www.wikidata.org/wiki/Q108051940,major,wikidata
Q108052182,Alex Smail,1926-05-31T00:00:00Z,NFL,American football,S/SmaiAl20,P3561,https://www.wikidata.org/wiki/Q108052182,major,wikidata
Q108052218,Josh Atkinson,1993-08-19T00:00:00Z,NFL,American football,A/AtkiJo00,P3561,https://www.wikidata.org/wiki/Q108052218,major,wikidata
Q108052467,Iosua Opeta,1996-08-15T00:00:00Z,NFL,American football,O/OpetIo00,P3561,https://www.wikidata.org/wiki/Q108052467,major,wikidata
Q108052749,Andre White,1944-10-07T00:00:00Z,NFL,American football,W/WhitAn00,P3561,https://www.wikidata.org/wiki/Q108052749,major,wikidata
Q108053047,Tony Newsom,1965-07-20T00:00:00Z,NFL,American football,N/NewsTo20,P3561,https://www.wikidata.org/wiki/Q108053047,major,wikidata
Q108053192,Dave Romasko,1963-11-03T00:00:00Z,NFL,American football,R/RomaDa20,P3561,https://www.wikidata.org/wiki/Q108053192,major,wikidata
Q108053267,Derricus Purdy,1989-12-31T00:00:00Z,NFL,American football,P/PurdDe00,P3561,https://www.wikidata.org/wiki/Q108053267,major,wikidata
Q108053490,Ray Perkins,1964-09-25T00:00:00Z,NFL,American football,P/PerkRa20,P3561,https://www.wikidata.org/wiki/Q108053490,major,wikidata
Q108053566,Marico Portis,1979-11-29T00:00:00Z,NFL,American football,P/PortMa20,P3561,https://www.wikidata.org/wiki/Q108053566,major,wikidata
Q108053574,Tom Polley,1962-02-17T00:00:00Z,NFL,American football,P/PollTo20,P3561,https://www.wikidata.org/wiki/Q108053574,major,wikidata
Q108053627,Arnold Miller,1975-01-03T00:00:00Z,NFL,American football,M/MillAr20,P3561,https://www.wikidata.org/wiki/Q108053627,major,wikidata
Q108053661,Uani 'Unga,1987-12-28T00:00:00Z,NFL,American football,U/UngaUa01,P3561,https://www.wikidata.org/wiki/Q108053661,major,wikidata
Q108053759,Ralph Van Dyke,1964-01-19T00:00:00Z,NFL,American football,V/VanDRa21,P3561,https://www.wikidata.org/wiki/Q108053759,major,wikidata
Q29604,Yinka Dare,1972-10-10T00:00:00Z,NBA,Basketball,212,P3647,https://www.wikidata.org/wiki/Q29604,major,wikidata
Q40444,Kevin McHale,1957-12-19T00:00:00Z,NBA,Basketball,1450,P3647,https://www.wikidata.org/wiki/Q40444,major,wikidata
Q150327,Danny Ferry,1966-10-17T00:00:00Z,NBA,Basketball,198,P3647,https://www.wikidata.org/wiki/Q150327,major,wikidata
Q180860,Pervis Ellison,1967-04-03T00:00:00Z,NBA,Basketball,442,P3647,https://www.wikidata.org/wiki/Q180860,major,wikidata
Q201608,Dennis Rodman,1961-05-13T00:00:00Z,NBA,Basketball,23,P3647,https://www.wikidata.org/wiki/Q201608,major,wikidata
Q202295,Tracy McGrady,1979-05-24T00:00:00Z,NBA,Basketball,1503,P3647,https://www.wikidata.org/wiki/Q202295,major,wikidata
Q271933,Patrick Ewing,1962-08-05T00:00:00Z,NBA,Basketball,121,P3647,https://www.wikidata.org/wiki/Q271933,major,wikidata
Q295340,Clyde Drexler,1962-06-22T00:00:00Z,NBA,Basketball,17,P3647,https://www.wikidata.org/wiki/Q295340,major,wikidata
Q301863,Mark Blount,1975-11-30T00:00:00Z,NBA,Basketball,1548,P3647,https://www.wikidata.org/wiki/Q301863,major,wikidata
Q357438,Nenê,1982-09-13T00:00:00Z,NBA,Basketball,2403,P3647,https://www.wikidata.org/wiki/Q357438,major,wikidata
Q374536,Rik Smits,1966-08-23T00:00:00Z,NBA,Basketball,22,P3647,https://www.wikidata.org/wiki/Q374536,major,wikidata
Q385436,Dana Barros,1967-04-13T00:00:00Z,NBA,Basketball,344,P3647,https://www.wikidata.org/wiki/Q385436,major,wikidata
Q440210,Horace Grant,1965-07-04T00:00:00Z,NBA,Basketball,270,P3647,https://www.wikidata.org/wiki/Q440210,major,wikidata
Q460116,Gheorghe Mureșan,1971-02-14T00:00:00Z,NBA,Basketball,49,P3647,https://www.wikidata.org/wiki/Q460116,major,wikidata
Q461825,Stephen Jackson,1978-04-05T00:00:00Z,NBA,Basketball,1536,P3647,https://www.wikidata.org/wiki/Q461825,major,wikidata
Q520357,Juwan Howard,1973-02-07T00:00:00Z,NBA,Basketball,436,P3647,https://www.wikidata.org/wiki/Q520357,major,wikidata
Q538009,Byron Scott,1961-03-28T00:00:00Z,NBA,Basketball,2,P3647,https://www.wikidata.org/wiki/Q538009,major,wikidata
Q547977,James Edwards,1955-11-22T00:00:00Z,NBA,Basketball,229,P3647,https://www.wikidata.org/wiki/Q547977,major,wikidata
Q548735,Michael Olowokandi,1975-04-03T00:00:00Z,NBA,Basketball,1709,P3647,https://www.wikidata.org/wiki/Q548735,major,wikidata
Q554586,Ricky Davis,1979-09-23T00:00:00Z,NBA,Basketball,1729,P3647,https://www.wikidata.org/wiki/Q554586,major,wikidata
Q555264,Shaun Livingston,1985-09-11T00:00:00Z,NBA,Basketball,2733,P3647,https://www.wikidata.org/wiki/Q555264,major,wikidata
Q581976,Mario Elie,1963-11-26T00:00:00Z,NBA,Basketball,53,P3647,https://www.wikidata.org/wiki/Q581976,major,wikidata
Q588764,Terry Cummings,1961-03-15T00:00:00Z,NBA,Basketball,187,P3647,https://www.wikidata.org/wiki/Q588764,major,wikidata
Q601776,Antonio Davis,1968-10-31T00:00:00Z,NBA,Basketball,213,P3647,https://www.wikidata.org/wiki/Q601776,major,wikidata
Q616402,Wesley Person,1971-03-28T00:00:00Z,NBA,Basketball,445,P3647,https://www.wikidata.org/wiki/Q616402,major,wikidata
Q630484,Antonio Harvey,1970-07-06T00:00:00Z,NBA,Basketball,176,P3647,https://www.wikidata.org/wiki/Q630484,major,wikidata
Q641041,Darrell Armstrong,1968-06-22T00:00:00Z,NBA,Basketball,353,P3647,https://www.wikidata.org/wiki/Q641041,major,wikidata
Q649548,Jerome James,1975-11-17T00:00:00Z,NBA,Basketball,1744,P3647,https://www.wikidata.org/wiki/Q649548,major,wikidata
Q657876,Benoit Benjamin,1964-11-22T00:00:00Z,NBA,Basketball,104,P3647,https://www.wikidata.org/wiki/Q657876,major,wikidata
Q676481,Avery Johnson,1965-03-25T00:00:00Z,NBA,Basketball,422,P3647,https://www.wikidata.org/wiki/Q676481,major,wikidata
Q715947,William Avery,1979-08-08T00:00:00Z,NBA,Basketball,1895,P3647,https://www.wikidata.org/wiki/Q715947,major,wikidata
Q740121,Tyrone Hill,1968-03-19T00:00:00Z,NBA,Basketball,238,P3647,https://www.wikidata.org/wiki/Q740121,major,wikidata
Q741265,Doug Christie,1970-05-09T00:00:00Z,NBA,Basketball,57,P3647,https://www.wikidata.org/wiki/Q741265,major,wikidata
Q763614,Kelvin Cato,1974-08-26T00:00:00Z,NBA,Basketball,1509,P3647,https://www.wikidata.org/wiki/Q763614,major,wikidata
Q770083,Dale Ellis,1960-08-06T00:00:00Z,NBA,Basketball,107,P3647,https://www.wikidata.org/wiki/Q770083,major,wikidata
Q775184,Dee Brown,1968-11-29T00:00:00Z,NBA,Basketball,244,P3647,https://www.wikidata.org/wiki/Q775184,major,wikidata
Q866619,Bison Dele,1969-04-06T00:00:00Z,NBA,Basketball,183,P3647,https://www.wikidata.org/wiki/Q866619,major,wikidata
Q922355,Mahmoud Abdul-Rauf,1969-03-09T00:00:00Z,NBA,Basketball,51,P3647,https://www.wikidata.org/wiki/Q922355,major,wikidata
Q935693,Chucky Atkins,1974-08-14T00:00:00Z,NBA,Basketball,1088,P3647,https://www.wikidata.org/wiki/Q935693,major,wikidata
Q941349,Sean Elliott,1968-02-02T00:00:00Z,NBA,Basketball,251,P3647,https://www.wikidata.org/wiki/Q941349,major,wikidata
Q951943,Darius Miles,1981-10-09T00:00:00Z,NBA,Basketball,2032,P3647,https://www.wikidata.org/wiki/Q951943,major,wikidata
Q968705,Wayman Tisdale,1964-06-09T00:00:00Z,NBA,Basketball,47,P3647,https://www.wikidata.org/wiki/Q968705,major,wikidata
Q982612,Vinny Del Negro,1966-08-09T00:00:00Z,NBA,Basketball,219,P3647,https://www.wikidata.org/wiki/Q982612,major,wikidata
Q1132672,Kevin Edwards,1965-10-30T00:00:00Z,NBA,Basketball,236,P3647,https://www.wikidata.org/wiki/Q1132672,major,wikidata
Q1132676,Rod Strickland,1966-07-11T00:00:00Z,NBA,Basketball,393,P3647,https://www.wikidata.org/wiki/Q1132676,major,wikidata
Q1159115,Dan Majerle,1965-09-09T00:00:00Z,NBA,Basketball,105,P3647,https://www.wikidata.org/wiki/Q1159115,major,wikidata
Q1168929,Kenny Smith,1965-03-08T00:00:00Z,NBA,Basketball,181,P3647,https://www.wikidata.org/wiki/Q1168929,major,wikidata
Q1342300,Mark Jackson,1965-04-01T00:00:00Z,NBA,Basketball,349,P3647,https://www.wikidata.org/wiki/Q1342300,major,wikidata
Q1361081,Sam Perkins,1961-06-14T00:00:00Z,NBA,Basketball,64,P3647,https://www.wikidata.org/wiki/Q1361081,major,wikidata
Q1424475,Chris Gatling,1967-09-03T00:00:00Z,NBA,Basketball,423,P3647,https://www.wikidata.org/wiki/Q1424475,major,wikidata
Q1424502,Derrick McKey,1966-10-10T00:00:00Z,NBA,Basketball,365,P3647,https://www.wikidata.org/wiki/Q1424502,major,wikidata
Q1456878,Sherman Douglas,1966-09-15T00:00:00Z,NBA,Basketball,428,P3647,https://www.wikidata.org/wiki/Q1456878,major,wikidata
Q1584515,Tyrone Nesby,1976-01-31T00:00:00Z,NBA,Basketball,1838,P3647,https://www.wikidata.org/wiki/Q1584515,major,wikidata
Q1607997,Greg Minor,1971-09-18T00:00:00Z,NBA,Basketball,65,P3647,https://www.wikidata.org/wiki/Q1607997,major,wikidata
Q1608013,George McCloud,1967-05-27T00:00:00Z,NBA,Basketball,45,P3647,https://www.wikidata.org/wiki/Q1608013,major,wikidata
Q1609283,Greg Buckner,1976-09-16T00:00:00Z,NBA,Basketball,1761,P3647,https://www.wikidata.org/wiki/Q1609283,major,wikidata
Q1613358,Doug West,1967-05-27T00:00:00Z,NBA,Basketball,28,P3647,https://www.wikidata.org/wiki/Q1613358,major,wikidata
Q1616713,Jayson Williams,1968-02-22T00:00:00Z,NBA,Basketball,420,P3647,https://www.wikidata.org/wiki/Q1616713,major,wikidata
Q1616777,Terry Dehere,1971-09-12T00:00:00Z,NBA,Basketball,143,P3647,https://www.wikidata.org/wiki/Q1616777,major,wikidata
Q1618778,Mike Peplowski,1970-10-15T00:00:00Z,NBA,Basketball,46,P3647,https://www.wikidata.org/wiki/Q1618778,major,wikidata
Q1626548,Lee Mayberry,1970-06-12T00:00:00Z,NBA,Basketball,195,P3647,https://www.wikidata.org/wiki/Q1626548,major,wikidata
Q1627361,Greg Graham,1970-11-26T00:00:00Z,NBA,Basketball,37,P3647,https://www.wikidata.org/wiki/Q1627361,major,wikidata
Q1747364,Chris Childs,1967-11-20T00:00:00Z,NBA,Basketball,164,P3647,https://www.wikidata.org/wiki/Q1747364,major,wikidata
Q1747397,Marty Conlon,1968-01-19T00:00:00Z,NBA,Basketball,55,P3647,https://www.wikidata.org/wiki/Q1747397,major,wikidata
Q1821176,Micheal Williams,1966-07-23T00:00:00Z,NBA,Basketball,52,P3647,https://www.wikidata.org/wiki/Q1821176,major,wikidata
Q2023534,Olden Polynice,1964-11-21T00:00:00Z,NBA,Basketball,178,P3647,https://www.wikidata.org/wiki/Q2023534,major,wikidata
Q2232073,Sharone Wright,1973-01-30T00:00:00Z,NBA,Basketball,412,P3647,https://www.wikidata.org/wiki/Q2232073,major,wikidata
Q2309496,Tom Gugliotta,1969-12-19T00:00:00Z,NBA,Basketball,339,P3647,https://www.wikidata.org/wiki/Q2309496,major,wikidata
Q2318811,Harold Miner,1971-05-05T00:00:00Z,NBA,Basketball,114,P3647,https://www.wikidata.org/wiki/Q2318811,major,wikidata
Q2342369,Chucky Brown,1968-02-29T00:00:00Z,NBA,Basketball,359,P3647,https://www.wikidata.org/wiki/Q2342369,major,wikidata
Q2344013,Anthony Bonner,1968-06-08T00:00:00Z,NBA,Basketball,41,P3647,https://www.wikidata.org/wiki/Q2344013,major,wikidata
Q2354822,Chris Dudley,1965-02-22T00:00:00Z,NBA,Basketball,201,P3647,https://www.wikidata.org/wiki/Q2354822,major,wikidata
Q2447626,Tyronn Lue,1977-05-03T00:00:00Z,NBA,Basketball,1731,P3647,https://www.wikidata.org/wiki/Q2447626,major,wikidata
Q2532704,Scott Burrell,1971-01-12T00:00:00Z,NBA,Basketball,197,P3647,https://www.wikidata.org/wiki/Q2532704,major,wikidata
Q2553181,Eric Piatkowski,1970-09-30T00:00:00Z,NBA,Basketball,15,P3647,https://www.wikidata.org/wiki/Q2553181,major,wikidata
Q2556060,Brian Shaw,1966-03-22T00:00:00Z,NBA,Basketball,216,P3647,https://www.wikidata.org/wiki/Q2556060,major,wikidata
Q2562137,Joe Kleine,1962-01-04T00:00:00Z,NBA,Basketball,170,P3647,https://www.wikidata.org/wiki/Q2562137,major,wikidata
Q2573604,David Benoit,1968-05-09T00:00:00Z,NBA,Basketball,128,P3647,https://www.wikidata.org/wiki/Q2573604,major,wikidata
Q2724813,Derek Harper,1961-10-13T00:00:00Z,NBA,Basketball,157,P3647,https://www.wikidata.org/wiki/Q2724813,major,wikidata
Q2734358,Brian Skinner,1976-05-19T00:00:00Z,NBA,Basketball,1730,P3647,https://www.wikidata.org/wiki/Q2734358,major,wikidata
